birthpl,nin,recp,ch71,en71,wsppc,dens71,moldyed,birthlat,birthlong,Schools73new,Schools74new,Schools75new,Schools76new,Schools77new,Schools78new,pop71new,ch71new,totinnew,ninnew,nch71new,atsc71new,en71newish,en71new,nen71new,nen71newish
3218,2.226603269577026,1,215575,.0943108424544334,.4259950220584869,646.8618774414063,5.212528705596924,-6.22520419189875,107.1015643275244,61,41,84,84,105,105,830721,215575,480,2.226603269577026,682481,78346,.0943108424544334,.114795871078968,.88520414,.90568918
3219,1.663585424423218,0,296949,.1250207424163818,.4334556758403778,1218.060424804688,4.606303691864014,-6.192404287628112,106.5444313260303,76,52,80,80,103,103,1066695,296949,494,1.663585305213928,882382,133359,.1250207424163818,.1511352211236954,.84886479,.87497926
3220,2.032057523727417,1,232769,.1542735248804092,.469951719045639,458.1390991210938,6.527361392974854,-6.131098584020392,106.1372047760676,54,75,75,75,97,97,859467,232769,473,2.032057523727417,713354,132593,.1542735248804092,.1858726590871811,.81412733,.84572649
3271,2.564735889434814,1,52637,.2045415043830872,.4231373965740204,8610.19921875,9.440732955932617,-6.593635152063086,106.7974999240687,7,20,20,20,34,34,195882,52637,135,2.564735889434814,162683,40066,.2045415043830872,.2462826520204544,.75371736,.7954585
3272,3.701989650726318,1,25932,.2177012115716934,.5372498631477356,7921.154296875,10.40437412261963,-6.949226095313517,106.9138270546444,7,5,15,15,27,27,96242,25932,96,3.701989889144897,82363,20952,.2177012115716934,.2543860673904419,.74561393,.7822988
3273,.6890698075294495,0,319271,.2280961573123932,.268880695104599,7150.6044921875,10.71824741363525,-6.924324638275536,107.6350742851919,36,36,30,30,44,44,1201730,319271,220,.6890698075294495,1002920,274110,.2280961573123932,.2733119428157806,.72668803,.77190387
3274,2.429309368133545,0,45692,.2099938988685608,.4208167791366577,4778.6123046875,8.854310989379883,-6.752554103988196,108.5498702832047,9,12,16,16,29,29,178529,45692,111,2.429309368133545,151250,37490,.2099938988685608,.24786776304245,.75213224,.7900061
3275,1.663585424423218,0,296949,.1250207424163818,.4334556758403778,,7.051465034484863,-6.188641922709374,106.6523639657961,,,,,,,1066695,296949,494,1.663585305213928,882382,133359,.1250207424163818,.1511352211236954,.84886479,.87497926
3301,2.154952764511108,1,333650,.1191634461283684,.3300333917140961,5.552908420562744,5.952072143554688,-7.48609082947471,108.8904123686235,72,73,121,121,166,166,1187495,333650,719,2.154952764511108,987849,141506,.1191634461283684,.143246591091156,.85675341,.88083655
3302,1.260903120040894,0,279165,.1802266836166382,.383643627166748,7.857493877410889,6.504873752593994,-7.452882337937718,109.1764439241301,32,32,60,60,84,84,1043153,279165,352,1.260903120040894,879099,188004,.1802266836166382,.2138598710298538,.78614014,.81977332
3303,1.970134854316711,1,153289,.1537780314683914,.3939714431762695,7.536951065063477,6.001694679260254,-7.321820701509435,109.4116072128773,30,30,50,50,71,71,586111,153289,302,1.970134854316711,494946,90131,.1537780463695526,.18210269510746,.81789732,.84622192
3304,2.197487592697144,1,160638,.1292594522237778,.4953241348266602,5.530829906463623,5.857545375823975,-7.351769446245809,109.6615728037252,32,33,60,60,84,84,591655,160638,353,2.197487592697144,504468,76477,.1292594522237778,.1515993028879166,.84840071,.87074053
3305,1.716905474662781,1,272001,.1682897955179214,.4100739657878876,7.289271354675293,6.823774337768555,-7.656999507960134,109.6184530624055,42,43,80,80,111,111,935024,272001,467,1.716905474662781,789430,157355,.1682897955179214,.199327364563942,.80067265,.83171022
3306,1.506720423698425,0,192471,.1878080070018768,.450082540512085,6.369107723236084,8.381661415100098,-7.699152039494887,109.9669298128824,23,23,50,50,72,72,659088,192471,290,1.506720423698425,560723,123782,.1878080070018768,.2207542806863785,.77924573,.81219196
3307,1.918616414070129,1,139684,.1458848863840103,.4709714949131012,5.252630233764648,5.907028198242188,-7.415353126373528,109.9091988799007,21,21,46,46,67,67,517216,139684,268,1.918616414070129,434898,75454,.1458848863840103,.1734981536865234,.82650185,.85411513
3308,1.63062846660614,0,218934,.1410697847604752,.3894427716732025,7.646459102630615,7.379771709442139,-7.502828241037666,110.247601110343,45,46,55,55,78,78,830199,218934,357,1.630628347396851,710909,117116,.1410697847604752,.1647412031888962,.83525878,.85893023
3309,1.677355766296387,0,202700,.170187309384346,.4093103408813477,6.981104850769043,7.710166931152344,-7.410242125889451,110.6529307695579,35,35,56,56,79,79,708631,202700,340,1.677355766296387,606640,120600,.170187309384346,.1987999528646469,.80120003,.82981271
3310,1.112812757492065,0,265094,.1896195858716965,.4364644885063171,721.2286987304688,8.223283767700195,-7.685315448186832,110.6143616725914,41,42,43,43,63,63,957496,265094,295,1.112812757492065,822997,181560,.1896195858716965,.2206083387136459,.77939165,.8103804
3311,1.590502381324768,0,140836,.1519104242324829,.4877681732177734,634.8768310546875,7.948338985443115,-7.686665772144571,110.8324855996893,23,23,36,36,58,58,493712,140836,234,1.66150689125061,422400,75000,.1519104242324829,.1775568127632141,.82244319,.84808958
3312,1.537336349487305,0,254336,.172385960817337,.413631796836853,834.83837890625,6.951332569122314,-7.920806482921531,110.9993907471952,34,35,67,67,94,94,893060,254336,391,1.537336349487305,764922,153951,.172385960817337,.2012636512517929,.79873633,.82761407
3313,1.684117555618286,0,144883,.150613084435463,.5475232601165771,391.3302917480469,6.827258586883545,-7.611140474595961,111.014777042902,25,25,39,39,58,58,501975,144883,244,1.684117436408997,431457,75604,.150613084435463,.1752295196056366,.82477045,.84938693
3314,1.770226716995239,1,185287,.144878476858139,.4303473234176636,620.404541015625,6.03713321685791,-7.384690917762438,110.9756334449249,31,31,55,55,78,78,642007,185287,328,1.770226716995239,546789,93013,.144878476858139,.1701076626777649,.82989234,.85512149
3315,1.760294795036316,1,255639,.1637402176856995,.4111452698707581,896.60400390625,6.678314208984375,-7.117480655946895,110.9287228614151,31,31,81,81,113,113,882868,255639,450,1.760294795036316,743297,144561,.1637402176856995,.1944861859083176,.8055138,.83625978
3316,2.131722211837769,1,175445,.1438768655061722,.4060110747814178,571.6163330078125,5.599868297576904,-7.074348515491678,111.3847691260549,31,31,65,65,91,91,620621,175445,374,2.131722211837769,532867,89293,.1438768655061722,.1675708889961243,.83242911,.85612315
3317,2.879204273223877,1,99333,.1254260689020157,.6298031806945801,361.5721130371094,6.279857158660889,-6.775798262860702,111.4624082088749,17,17,52,52,74,74,367021,99333,286,2.879204273223877,315621,46034,.1254260689020157,.1458521485328674,.85414785,.87457395
3318,2.185988664627075,1,239251,.1427082568407059,.5011655688285828,1285.142456054688,6.486701488494873,-6.744832244044668,111.0402628470935,46,47,90,90,125,125,842488,239251,523,2.185988664627075,720053,120230,.1427082568407059,.166973814368248,.83302617,.85729176
3319,2.345849990844727,1,122770,.1553850173950195,.5103174448013306,963.0823364257813,7.387436389923096,-6.797693904094396,110.8684305494641,23,23,50,50,71,71,449432,122770,288,2.345849990844727,377829,69835,.1553850173950195,.184832289814949,.81516773,.84461498
3320,2.584253549575806,1,160201,.140420988202095,.4705948829650879,324.6124572753906,6.253939151763916,-6.556027480522918,110.7658386476925,36,36,71,71,100,100,591564,160201,414,2.584253549575806,499111,83068,.140420988202095,.1664319187402725,.8335681,.85957903
3321,1.916230082511902,1,172735,.1255577802658081,.4080556631088257,769.9287719726563,6.155290126800537,-6.916910358786003,110.626267000994,32,33,55,55,78,78,594539,172735,331,1.916230082511902,494096,74649,.1255577802658081,.1510819792747498,.84891802,.87444222
3322,1.591185331344604,0,191681,.1522869616746902,.3942761719226837,715.5638427734375,7.838595867156982,-7.271068907010011,110.4766319123685,34,35,49,49,69,69,677274,191681,305,1.591185331344604,575280,103140,.1522869616746902,.1792866140604019,.8207134,.84771305
3323,1.904279351234436,1,130233,.1728087514638901,.4457071721553802,238.7008209228516,6.628743171691895,-7.25939687673244,110.1400142154396,18,18,43,43,63,63,471637,130233,248,1.904279232025146,400649,81503,.1728087514638901,.2034274339675903,.79657257,.82719123
3324,1.728071928024292,0,178812,.1252905428409576,.4590781033039093,362.7591247558594,5.619617938995361,-7.040024939241547,110.1565638793688,33,34,50,50,71,71,650935,178812,309,1.728071928024292,545798,81556,.1252905428409576,.1494252383708954,.85057473,.87470949
3325,2.772565126419067,1,118302,.1152974814176559,.5045714974403381,448.7733154296875,5.070468425750732,-7.017803693333268,109.8751141475008,29,29,56,56,79,79,455101,118302,328,2.772565126419067,383575,52472,.1152974814176559,.136797234416008,.86320275,.8847025
3326,1.84342098236084,1,143212,.1194635108113289,.4991563260555267,371.5926818847656,6.549356460571289,-7.060857437488447,109.6321564286852,21,21,45,45,66,66,554119,143212,264,1.84342086315155,465634,66197,.1194635108113289,.1421653032302856,.8578347,.8805365
3327,2.063809633255005,1,207868,.0905318260192871,.4393184781074524,1892.967407226563,5.591513156890869,-7.039503113890337,109.3940361866991,50,51,69,69,95,95,804833,207868,429,2.063809633255005,672419,72863,.0905318260192871,.1083595231175423,.89164048,.90946817
3328,1.390060782432556,0,225170,.0972828194499016,.4122043550014496,862.0548706054688,5.736506938934326,-7.029106310370175,109.1605156000678,40,41,48,48,68,68,865641,225170,313,1.390060901641846,714339,84212,.0972828194499016,.1178880035877228,.88211203,.90271717
3329,2.527853012084961,1,267025,.0925515592098236,.417621523141861,1163.11376953125,5.770937442779541,-7.062742346945744,108.9287318215032,74,75,110,110,153,153,1043883,267025,675,2.52785325050354,864554,96613,.0925515592098236,.1117489486932755,.88825107,.90744841
3371,2.228692770004272,0,27819,.2604978680610657,.4294702112674713,116.4987487792969,9.693080902099609,-7.494451828789417,110.2262254141274,5,5,8,8,18,18,110308,27819,62,2.228692531585693,94801,28735,.2604978680610657,.3031086027622223,.69689143,.73950213
3372,1.31711483001709,0,103256,.2502866387367249,.2886225581169128,476.0638122558594,9.977365493774414,-7.556168424767145,110.8230578643995,18,18,18,18,32,32,414285,103256,136,1.31711483001709,361114,103690,.2502866387367249,.2871392369270325,.71286076,.74971336
3373,2.923027038574219,0,18474,.2573355734348297,.604172945022583,69.67284393310547,8.777827262878418,-7.339044748003869,110.4978039606073,3,3,7,7,17,17,69831,18474,54,2.92302680015564,60274,17970,.2573355734348297,.2981384992599487,.7018615,.74266446
3374,1.323731184005737,0,164686,.2350995242595673,.2958814799785614,819.5576171875,8.95771312713623,-7.021992804559911,110.385487809827,14,14,37,37,58,58,646590,164686,218,1.323731303215027,551939,152013,.2350995242595673,.2754163146018982,.72458369,.76490045
3375,3.195481777191162,1,26913,.1840017139911652,.5629791021347046,133.3967132568359,7.501716136932373,-6.901309219087327,109.6881109831589,4,4,13,13,26,26,111537,26913,86,3.195481777191162,96109,20523,.1840017139911652,.21353879570961,.78646123,.81599832
3376,2.715648889541626,0,26513,.2208563387393951,.4732298254966736,104.5083465576172,8.363019943237305,-6.87540695352603,109.1116849779744,5,5,10,10,21,21,105752,26513,72,2.715648889541626,91216,23356,.2208563387393951,.2560515701770782,.74394846,.77914369
3401,1.429247379302979,0,103551,.2031237334012985,.6941394209861755,223.5864715576172,7.881454467773438,-7.819410272442143,110.1716224599796,14,14,22,22,38,38,370646,103551,148,1.429247379302979,320800,75287,.2031237334012985,.2346851676702499,.76531482,.79687625
3402,1.492780685424805,0,159434,.1823873221874237,.5042083263397217,31381.67578125,8.10407829284668,-7.90415980010589,110.3586969936997,19,19,40,40,60,60,568636,159434,238,1.492780804634094,495257,103712,.1823873221874237,.2094104737043381,.79058951,.81761265
3403,1.110888957977295,0,180036,.1569778025150299,.7419345378875732,14084.6015625,7.831416606903076,-7.99531616195973,110.6125897326834,18,18,25,25,42,42,620145,180036,170,.9442555904388428,530236,97349,.1569778025150299,.1835956126451492,.8164044,.84302223
3404,1.313115477561951,0,159925,.2058527618646622,.5250006914138794,11108.458984375,9.326066970825195,-7.716238700475889,110.3891273597248,20,20,40,40,60,60,588304,159925,240,1.500703454017639,510972,121104,.2058527618646622,.2370071113109589,.76299286,.79414725
3471,1.901117205619812,0,81005,.3475707471370697,.433769553899765,915.9605712890625,10.54008674621582,-7.802936468274071,110.3741732225223,14,14,23,23,40,40,342267,80995,154,1.901351928710938,300780,118962,.3475707471370697,.395511656999588,.60448837,.65242922
3501,1.097861289978027,0,138451,.1701730340719223,.5595221519470215,13817.3955078125,6.522472381591797,-8.126879472921452,111.1769696988601,13,41,35,35,14,14,476562,138451,152,1.097861289978027,410864,81098,.1701730340719223,.1973840445280075,.80261594,.82982695
3502,1.867130160331726,1,200843,.1376895755529404,.416757345199585,563.5057373046875,6.153491497039795,-7.93195025881212,111.4989646721203,35,32,40,40,114,114,738756,200843,375,1.867130041122437,631541,101719,.1376895755529404,.1610647588968277,.83893526,.86231041
3503,1.207818627357483,0,149029,.1690783649682999,.4945278763771057,432.5966796875,6.735891342163086,-8.165124827703011,111.6239173565329,15,13,32,32,44,44,521279,149029,180,1.207818627357483,436973,88137,.1690783649682999,.2016989588737488,.79830104,.83092165
3504,1.19020688533783,0,203326,.1924498230218887,.4350003302097321,720.2369384765625,7.198986530303955,-8.114840476296576,111.8861893532817,24,44,40,40,47,47,759850,203326,242,1.19020688533783,652581,146233,.1924498230218887,.2240840643644333,.77591592,.80755019
3505,.8884923458099365,0,264493,.1745915561914444,.3433764278888702,575.5460205078125,6.529553890228271,-8.096493301996977,112.1667487619919,30,47,47,47,32,32,950802,264493,235,.8884923458099365,808522,166002,.1745915561914444,.2053153812885284,.79468465,.82540846
3506,1.057795643806458,0,294953,.1526406556367874,.3200394213199615,1122.217041015625,6.814451217651367,-7.829518487911205,112.0880462645458,48,32,38,38,78,78,1080695,294953,312,1.057795643806458,914731,164958,.1526406556367874,.1803349852561951,.81966501,.84735936
3507,1.781240344047546,1,462599,.1422740072011948,.2836900949478149,2423.94384765625,6.268125534057617,-8.111061916298564,112.6333655604007,98,52,120,120,217,217,1767055,462599,824,1.781240344047546,1503761,251406,.1422740072011948,.1671848148107529,.83281517,.85772598
3508,1.932963490486145,1,196072,.1130470782518387,.3764549493789673,1641.886840820313,5.606801986694336,-8.125547767705569,113.1381646411201,37,44,60,60,89,89,786628,196072,379,1.932963371276855,674257,88926,.1130470857024193,.1318873912096024,.86811262,.88695294
3509,1.919479012489319,1,411570,.1177925392985344,.2809208035469055,578.5930786132813,5.266305923461914,-8.237253091656598,113.6599312105149,111,47,130,130,186,186,1706271,411570,790,1.919479131698608,1445736,200986,.1177925392985344,.1390198469161987,.86098015,.88220745
3510,1.485401391983032,0,338629,.14519302546978,.3128598034381866,225.5519561767578,6.454989433288574,-8.365390598892205,114.2077976653678,76,47,140,140,50,50,1304367,338629,503,1.485401391983032,1099653,189385,.14519302546978,.1722225099802017,.8277775,.85480696
3511,2.995058298110962,1,120198,.1083775833249092,.4327092170715332,355.2749938964844,4.347829341888428,-7.94169550515557,113.9457989032477,42,32,48,48,95,95,554229,120198,360,2.995058298110962,479185,60066,.1083775833249092,.1253503412008286,.87464964,.89162242
3512,3.514471530914307,1,101580,.1094665676355362,.4749344289302826,322.4327697753906,4.477653980255127,-7.800723517434637,114.0529572535821,35,92,80,80,35,35,470107,101580,357,3.514471530914307,417428,51461,.1094665676355362,.1232811436057091,.87671888,.89053345
3513,2.777044534683228,1,181848,.1016850098967552,.35687455534935,541.040771484375,4.331003189086914,-7.867466296469117,113.3196398678572,54,45,56,56,147,147,756375,181848,505,2.777044773101807,638403,76912,.1016850098967552,.1204756274819374,.87952435,.89831501
3514,1.377671837806702,0,242438,.1298511028289795,.3418466150760651,674.4915161132813,5.237502574920654,-7.744773988209561,112.829654227357,48,40,40,40,83,83,872792,242438,334,1.377671837806702,742996,113333,.1298511028289795,.1525351405143738,.84746486,.8701489
3515,1.202753663063049,0,189565,.1790293902158737,.3717697858810425,1127.7685546875,7.973194599151611,-7.451172599400802,112.6959040301543,34,34,30,30,50,50,667639,189565,228,1.202753663063049,562630,119527,.1790293902158737,.2124433517456055,.78755665,.82097059
3516,1.482606768608093,0,164575,.1997265964746475,.3777753412723541,720.9008178710938,6.642617225646973,-7.550743408823893,112.4832785162147,31,27,29,29,64,64,596185,164575,244,1.482606768608093,505535,119074,.1997265964746475,.2355405688285828,.76445943,.80027342
3517,1.445106625556946,0,217285,.1783196032047272,.3704474568367004,700.4180908203125,7.067877292633057,-7.546699157640541,112.2631520980055,46,38,54,54,61,61,812485,217285,314,1.445106744766235,692279,144882,.1783196032047272,.2092826664447784,.79071736,.82168043
3518,1.620027422904968,0,209873,.1561935991048813,.4402238726615906,654.7675170898438,6.955048084259033,-7.597549426664248,111.9372112399222,30,48,46,46,85,85,774590,209873,340,1.620027303695679,661131,120986,.1561935991048813,.1829985231161118,.81700146,.84380639
3519,1.357665300369263,0,163516,.1814331710338593,.4568256139755249,578.1524658203125,7.39451265335083,-7.625272146274535,111.6444107324776,25,35,37,37,44,44,583934,163516,222,1.357665300369263,500061,105945,.1814331710338593,.2118641585111618,.78813583,.8185668
3520,1.28071665763855,0,146012,.1776940822601318,.5224859714508057,827.7578125,7.140406608581543,-7.663080392667245,111.3556699982598,20,41,23,23,40,40,557081,146012,187,1.28071665763855,479511,98990,.1776940822601318,.2064394801855087,.7935605,.82230592
3521,1.680413961410522,0,195190,.1683871746063232,.3996807336807251,557.0457763671875,5.818826198577881,-7.438130014582143,111.3426279147266,38,48,46,46,75,75,694079,195190,328,1.680413961410522,593127,116874,.1683871746063232,.1970471739768982,.80295283,.83161283
3522,1.817015767097473,1,233900,.1240451410412788,.3779898285865784,361.7567138671875,5.640954971313477,-7.255133048929001,111.8060648331692,52,43,85,85,80,80,862428,233900,425,1.817015767097473,737545,106980,.1240451410412788,.1450487822294235,.8549512,.87595487
3523,2.2335045337677,1,198343,.1168425604701042,.4092955887317657,392.9957885742188,4.757498741149902,-6.953695254567569,111.8943708572399,48,77,77,77,82,82,748657,198343,443,2.2335045337677,639022,87475,.1168425604701042,.1368888765573502,.86311114,.88315743
3524,1.950248003005981,1,240995,.152048647403717,.3804439306259155,501.39990234375,6.11215877532959,-7.133099942667844,112.2999291562698,70,64,85,85,83,83,909038,240995,470,1.950247883796692,777443,138218,.152048647403717,.1777853816747665,.8222146,.84795135
3525,1.775239706039429,1,161105,.1855652928352356,.4397244155406952,537.329833984375,6.328508377075195,-6.922406011758316,112.5574155309354,49,37,58,58,42,42,610944,161105,286,1.775239706039429,520399,113370,.1855652928352356,.2178520709276199,.78214794,.81443471
3526,2.78812575340271,1,172876,.0950598195195198,.4049330651760101,551.4890747070313,4.460450172424316,-7.044636006317792,112.9276415245281,52,44,80,80,113,113,631455,172876,482,2.788125514984131,541125,60026,.0950598195195198,.1109281554818153,.88907182,.90494019
3527,3.431395053863525,1,152999,.0782091617584229,.3945296406745911,464.9435729980469,2.768447399139404,-7.051491750479128,113.2551487518094,49,40,100,100,118,118,535615,152999,525,3.431394815444946,450175,41890,.0782091617584229,.0930527001619339,.90694731,.92179084
3528,2.623875617980957,1,121957,.1170145943760872,.4086111783981323,621.2305297851563,5.536198139190674,-7.066753100296027,113.5020919461803,32,38,40,40,85,85,455362,121957,320,2.623875617980957,385926,53284,.1170145943760872,.1380679160356522,.8619321,.88298541
3529,3.757998704910278,1,174561,.0920187905430794,.3848227560520172,410.6709594726563,4.927112579345703,-6.964933105034759,114.4109500776847,57,99,90,90,160,160,762616,174561,656,3.757998466491699,660281,70175,.0920187905430794,.106280505657196,.89371949,.90798122
3571,1.350366592407227,0,46654,.2442121207714081,.3934923112392426,2839.126953125,8.751882553100586,-7.826638116575702,112.0130570912147,4,23,16,16,2,2,178865,46654,63,1.350366473197937,153862,43681,.2442121207714081,.2838972508907318,.71610272,.75578785
3572,2.780030012130737,0,17266,.237355574965477,.6887821555137634,2120.5,8.577053070068359,-8.132004997585431,112.2364058306038,2,2,16,16,6,6,67856,17266,48,2.780030012130737,59021,16106,.237355574965477,.2728859186172485,.72711408,.76264441
3573,.9724348187446594,0,103863,.2465437948703766,.2749225795269012,3549.815185546875,8.828664779663086,-7.973925272130269,112.6315521455603,17,28,15,15,13,13,422428,103863,101,.9724348187446594,362520,104147,.2465437948703766,.2872862219810486,.71271378,.75345623
3574,4.137400150299072,1,20786,.2001877874135971,.4887571930885315,1438.73681640625,7.084866523742676,-7.777541920927573,113.2130786090955,6,8,16,16,20,20,82008,20786,86,4.137400150299072,70539,16417,.2001877874135971,.2327364981174469,.76726353,.7998122
3575,4.454209804534912,0,19149,.2345016300678253,.537666380405426,2150.45703125,7.571759700775146,-7.653409126755001,112.9036824472968,4,4,14,14,0,0,75266,19149,36,1.879993677139282,65244,17650,.2345016300678253,.2705229520797729,.72947705,.7654984
3576,1.890482425689697,0,15340,.2325329482555389,.6151667237281799,3750.8125,8.726648330688477,-7.469042484456931,112.4383099469263,3,2,10,10,2,2,60013,15340,29,1.890482425689697,51381,13955,.2325329482555389,.2715984582901001,.72840154,.76746702
3577,1.353790521621704,0,35456,.2646477818489075,.3764680922031403,2475.39990234375,8.927850723266602,-7.629735827042642,111.5304308139019,3,13,15,15,1,1,136147,35456,48,1.353790640830994,117552,36031,.2646477818489075,.3065111637115479,.69348884,.73535222
3578,1.04475200176239,0,371380,.1941918283700943,.25773024559021,5679.7626953125,9.755390167236328,-7.274921487519972,112.7142384674478,77,37,37,37,100,100,1556255,371380,388,1.04475200176239,1328869,302212,.1941918283700943,.2274204641580582,.77257955,.80580819
5101,6.216951370239258,1,45199,.1511400789022446,.8992418646812439,204.3311920166016,6.220447063446045,-8.310739312160162,114.676541749401,5,8,22,22,112,112,172006,45199,281,6.216951847076416,139443,25997,.1511400789022446,.1864345967769623,.81356537,.84885991
5102,3.838673830032349,1,78673,.1474803686141968,.6283926367759705,390.5849304199219,7.701805591583252,-8.428070733094467,115.0781898399852,8,12,25,25,116,116,328064,78673,302,3.838673830032349,274070,48383,.1474803686141968,.1765351891517639,.82346481,.85251963
5103,1.979438662528992,1,96492,.1790352612733841,.5873884558677673,956.695068359375,7.572773456573486,-8.585033998608141,115.1873318659197,15,10,42,42,41,41,400396,96492,191,1.979438781738281,337657,71685,.1790352612733841,.2123012393712997,.78769875,.82096475
5104,2.422145366668701,1,63580,.1022305488586426,.5683856606483459,738.021728515625,6.898005485534668,-8.47980055302965,115.2872942477943,14,14,30,30,33,33,271592,63580,154,2.422145366668701,223338,27765,.1022305488586426,.1243182942271233,.8756817,.89776945
5105,2.293378114700317,0,34447,.1046896427869797,.8705161809921265,442.2444458007813,6.220988273620605,-8.668001795341736,115.4928095326002,7,8,16,16,16,16,139307,34447,79,2.293378353118896,118004,14584,.1046896427869797,.1235890313982964,.87641096,.89531034
5106,2.73265528678894,0,32935,.0923825427889824,.711148202419281,265.5997314453125,5.510476112365723,-8.2929202380943,115.3495846299493,8,8,18,18,19,19,138327,32935,90,2.73265528678894,115826,12779,.0923825427889824,.1103292852640152,.88967073,.90761745
5107,2.518455505371094,1,63531,.0692682340741158,.6740888357162476,318.4505920410156,5.170928478240967,-8.376201412456467,115.5306130734709,16,16,33,33,31,31,267352,63531,160,2.518455505371094,222500,18519,.0692682340741158,.0832314640283585,.91676855,.93073177
5108,5.039703845977783,1,100998,.1355834752321243,.6479813456535339,295.2631225585938,7.530191421508789,-8.200357035540533,114.9634982231173,17,14,44,44,195,195,403294,100998,509,5.039703369140625,328682,54680,.1355834752321243,.1663614064455032,.83363861,.86441654
5171,6.216951370239258,1,45199,.1511400789022446,.8992418646812439,,8.243352890014648,-8.663151834870606,115.2204430140823,,,,,,,400396,96492,191,1.979438781738281,337657,71685,.1790352612733841,.2123012393712997,.78769875,.82096475
5201,2.682499885559082,1,122274,.0799471214413643,.4282559156417847,309.1643371582031,3.968204259872437,-8.524787708251985,116.179226069815,32,32,72,72,60,60,509812,122274,328,2.682500123977661,416533,40758,.0799471214413643,.0978505909442902,.90214944,.92005289
